Id,Name,Type,Price,Metacritic,Recommendations,Year,Playtime,AchievCount,AchievDone,Icon,Logo
91600,Sanctum,game,999,70,1632,2011,0,100,0,fb131c31ed4dc33421dac1f805aaef337b03567c,d63198590c7bab5a332327a54f8ed0a00ac4b0d3
95300,Capsized,game,999,80,472,2011,119,18,5,d89b6b69c1b57bae98710d574698ffbc4445e68d,4ed97f9c05ae4e0351dd5191f907adf5ddb1d356
620,Portal 2,game,819,95,93541,2011,1852,51,49,2e478fc6874d06ae5baf0d147f6f21203291aa02,d2a1119ddc202fab81d9b87048f495cbd6377502
96000,The Tiny Bang Story,game,499,63,2353,2011,0,0,0,190760c7966fda0b4be9605de836e031f448fc49,c60488f764e2b91f3a53ac12a123a527a63dca2a
105600,Terraria,game,999,83,179198,2011,0,88,0,858961e95fbf869f136e1770d586e0caefd4cfac,783399da7d865b7b5b1560891b1e9463345e8fa9
20920,The Witcher 2: Assassins of Kings Enhanced Edition,game,1999,88,32943,2012,0,52,0,62dd5c627664df1bcabc47727c7dcd7ccab353e9,f0274a91931ed39f7c69dca9f907ceae6450785c
98200,Frozen Synapse,game,2299,85,972,2011,0,16,0,646297e1b481ae0e57c4597452fb45ff9ce16989,3b20447980b019783a4e37893660d1ce54893699
94200,Jamestown,game,999,81,532,2011,355,42,18,fc71d80266e726c2ddd946fea19b386947bf679c,7a4178ca9546cef28ebb78c5889a01181c2b4e93
7600,Sid Meier's Railroads!,game,999,77,1075,2007,33,0,0,7cb5ba1c947e0fdc2b3b8ecbf8e4fa1cfa142267,ec10b382e45fe3bd132b773dc4c7701fc2ffd468
105300,Critical Mass,game,199,81,247,2011,84,27,3,635ef5756892b58c93f436452ab61f7447373acd,18a7a412b1356bbb907ad3deb22ea5104cbbbbab
17470,Dead Space,game,1499,86,6779,2009,0,0,0,45e682594687a6c92037631225340d26c783362f,01400b8d7847c309e5d47d7ceb3f885f47247501
47780,Dead Space 2,game,1499,87,7277,2011,0,0,0,6393351676edc4fdc65937a599780818fd2f18b7,38cb9890ddd639a066bf480e3f098e1b92af2376
107300,Breath of Death VII ,game,199,,1032,2011,0,0,0,26685ef54eb9d6220dfba280542917fc24f5ecab,252cb9c5b020cf81df91f6fe472f29c017e863fb
107310,Cthulhu Saves the World ,game,199,78,2603,2011,0,0,0,dd3f023ea459f8fedf927a5255523b7fc9ba6ad2,c21721fb881d5548bd9e9693d9c35d41f2565715
22230,Rock of Ages,game,999,74,2212,2011,0,19,0,775c7ad571b7571aec5a85235759fbc2baa12eee,4df41d2c1847cf8cba4d9603ff1e36a5a9b77fc9
55150,Warhammer 40,000: Space Marine,game,1999,74,4812,2011,0,60,0,46b0ce6e587472d1d56cc88dd32c8b57392f8b10,c18d0776e4b1db78c57e66b5bd7ba74b5927816a
96100,Defy Gravity,game,99,,7020,2016,135,8,4,fa26f1090915f4248bdabe9c99e3d51113fb6e3f,1533e9bf83bfd47553791f9b60500d33e8364d38
2210,Quake 4,game,1499,81,770,2011,0,0,0,ecbd9d78b949ba6875c4adfc77ca4aab343ec858,97d0315df83887ab8cd526c803ca8ba893eb34a6
107100,Bastion,game,1249,86,20181,2011,609,24,9,8377b4460f19465c261673f76f2656bdb3288273,d113d66ef88069d7d35a74cfaf2e2ee917f61133
38740,EDGE,game,699,74,1482,2011,1,47,0,a80d29a04b9c8bbd4762e9cb265784fa18a085ae,9c86ad3f647def777dc7072d72f4081b006b4844
107200,Space Pirates and Zombies,game,999,74,1672,2011,0,48,0,5f2cbbd939589daa70d476951e08ae05df776b81,f8371e2e888d057899eb19f5bfca3da3bfd2659f
111600,Serious Sam Double D XXL,game,999,,434,2011,0,30,0,bed1214837faadd0979c8b873a84f6f650462449,911270b177773365d62cc1a2e98903a63f5bf9e2
57690,Tropico 4,game,1499,78,5994,2011,0,70,0,8e58ca48b978439ba4986938247fdb21a645a673,9123d91a47399baf116c2949dcebcd42b1962fbe
9350,Supreme Commander,game,999,86,693,2011,0,0,0,ebc51d0f50f1d964dd87e7000e517865436a24b9,48baca59dc7ff836d3a5e4bcebb23ccfea3ce3de
9420,Supreme Commander: Forged Alliance,game,999,81,2808,2011,0,0,0,fe0bc9a05b7c2af87ddbb0a1c031c00f55897edb,20bbdf95d94ac06a61e68ee64ad50b7cf3b71bd4
113200,The Binding of Isaac,game,499,84,32777,2011,17,99,0,383cf045ca20625db18f68ef5e95169012118b9e,d9a7ee7e07dffed1700cb8b3b9482105b88cc5b5
102600,Orcs Must Die!,game,999,83,4039,2011,0,27,0,0d14a70abb580146741de26bbad46d0ad81a67c7,9b79e98212c10141aac10471be1c5efa9786bad8
201870,Assassin's Creed Revelations,game,1499,80,5719,2011,73,0,0,08f7266496718dbd5d2f93e4776d3f5dc368ad54,ac2a172c79ea93d98102b15dbf5dbac8d88aea70
201480,Serious Sam: The Random Encounter,game,399,64,507,2011,0,0,0,f5342c10dfbc736fae85709c902daad5873de6f7,3ed3d466c218d7b82517c58a02577bef7027c255
110800,L.A. Noire,game,2999,83,12562,2011,0,60,0,ee09d4d2552e52c78d139a3b6dbe60173079d9f8,4176ba6f679e28225a95447082c38db290bc2557
23490,Tropico 3 - Steam Special Edition,game,999,79,583,2009,0,0,0,ac98363870a4c1cbd18372843144dfaf7dfffbf7,c8e565a740d2e2c8a1a07548c875131eae72a1a7
33520,Tropico,game,699,,363,2009,0,0,0,65b5d4581469ae7e1161698b37b1dbccf8f31b3c,c1929a57daf4ca00715ef41eae0eddeab54546e2
33530,Tropico 2: Pirate Cove,game,699,,363,2009,0,0,0,0605025f283e05d28db3ad285819f662babe5b26,083fbbcb64eaef7f117816c7ad6e423eed269621
57600,Tropico 3: Absolute Power,dlc,999,79,220,2010,0,0,0,ac98363870a4c1cbd18372843144dfaf7dfffbf7,c8e565a740d2e2c8a1a07548c875131eae72a1a7
72850,The Elder Scrolls V: Skyrim,game,1499,94,152553,2011,103,75,1,b9aca8a189abd8d6aaf09047dbb0f57582683e1c,c5af3cde13610fca25cd17634a96d72487d21e74
107800,Rochard,game,899,81,881,2011,419,18,8,dce3c795d28d269b6cb55d6dae2003c926da1d82,92f88c26b3bc129bf2a11202b7fae27f4515edad
107600,Waves,game,499,82,880,2011,90,54,9,c1be0228ad7c4c08b110595d092d62b7fdd42b19,ba22fea724853089004dae951b3f3aa1032e99bd
48240,Anno 2070,game,1999,83,8197,2011,0,0,0,f2ea66880f8b78ef85afa7c6c256dcb41b2df845,96fa0d0f7d3a2cfbd46cfbb3ec266e4fbc9c9953
41070,Serious Sam 3: BFE,game,3699,72,11857,2011,0,62,0,2e7a17d4b345ffb13ef3d9e39257c2659fe4a86b,cc3a3c30187b5fbbd0a8861ad08b4f7d779ba239
200900,Cave Story+,game,1499,83,2835,2011,100,76,3,076431cdb43f9a04364076bf13f7010d8d2e0670,a242e0465a65ffafbf75eeb521812fb575990a33
105450,Age of Empires® III: Complete Collection,game,3699,81,11719,2012,831,0,0,6fd62f99d3d245868d83af54eb60def5d1667402,c5ad5a14c259ea16f1193c32c2753fc037b9d42b
205790,Dota 2 Test,,,,,,83,0,0,,
204030,Fable - The Lost Chapters,game,899,83,3986,2011,0,0,0,98206649a850020118de687a14075d1b5081196e,e0ce3d6e307cb0ff3d7a886c8eaff301a37b3434
67370,The Darkness II,game,2999,77,4273,2012,0,50,0,6ca6291fe216a8cc5c56f01b1e7f83e396a8fa81,349189b0ac9570679227cb1bd2c742bec12bf97a
204340,Serious Sam 2,game,999,74,4662,2012,0,0,0,2a2df389720949c276419859357504237f0720b4,cce069d1fb366a520e394d414366d4fa860d70a3
105800,PixelJunk Eden,game,999,81,452,2012,9,61,2,53ac9f86644637bc54bb0596a99886be05b9ccaf,3d91becb2dabb626bcbdac0928cd58acfd4e2b7d
48000,LIMBO,game,999,88,13785,2011,587,13,12,463f57855017564301b17050fba73804b3bd86d6,9f35c3d64649a5a03b69d6a9218b1f77caf15025
22490,Fallout: New Vegas RU,game,999,84,2847,2010,0,75,0,1711fd8c46d739feec76bd4a64eaeeca5b87e3a7,2dd15cf9a50d727af590a637f1f3871ae14d317f
203810,Dear Esther,game,,75,3837,,114,0,0,f1ff3d3ea4499d02ea72971ff0d77456a1908fad,39f2f2baf454fabdd8a6161e9353ebd9ee335ed2
520720,Dear Esther: Landmark Edition,game,999,,479,2017,384,10,10,886a70c7c78c240da7daa1de01490b44c9855f89,e711038210db7e3fb99719c74b902d7f89abe036
35000,Mini Ninjas,game,999,74,1048,2009,0,0,0,02f702c604e0692b8185f1b0e94e013d0a242d3a,5da10ac68dbbe1e253d9aca64c4a341ed080eeaa
207490,Rayman Origins,game,999,86,1372,2012,70,0,0,1e155c2bc13e8793aed8bb61fdac798fe0d49de7,ebfd3f8da2b0416d71724a2929740a72a6eaabf4
207610,The Walking Dead,game,1499,82,28287,2012,991,48,48,87a13ae0a2a76488792924aa8bb0dd8a7760f931,6d756726214dd97c54966814d58508b86d5eabcf
207690,Botanicula,game,999,82,2203,2012,510,53,53,7767f278467c86cbd9977391dd8f652d282160d0,acb47a23b33ef3eed87022185eac7b1937c0235b
3900,Sid Meier's Civilization IV,game,1999,94,984,2006,785,0,0,297dc4f925d412fd0f8fe6f065dff58272e1b481,e70f5d6e71dd9e3541163d6324ceb7c283345f03
3990,Sid Meier's Civilization IV: Warlords,game,499,84,,2007,0,0,0,28e3eba4963b092268944d98ff1eda2044bb4ccf,6a67a0c8044600b43ee0ebb9e2bced39ebe9f9de
8800,Sid Meier's Civilization IV: Beyond the Sword,game,999,86,967,2007,0,0,0,0494812c3b3091ea6fed7acf8e0a6fa73d48cdc1,2501d317192e43c944f36a06c8dd61c598adad76
16810,Sid Meier's Civilization IV: Colonization,game,1999,83,301,2008,1,0,0,321fb29a4c82b4ccc3587d9967a3b9f8e3933a5a,a9b8731923044504abc882ca76b67952579f01ad
34440,Sid Meier's Civilization IV,game,1999,94,984,2006,0,0,0,297dc4f925d412fd0f8fe6f065dff58272e1b481,e70f5d6e71dd9e3541163d6324ceb7c283345f03
34450,Sid Meier's Civilization IV: Warlords,game,499,84,,2007,0,0,0,28e3eba4963b092268944d98ff1eda2044bb4ccf,6a67a0c8044600b43ee0ebb9e2bced39ebe9f9de
34460,Sid Meier's Civilization IV: Beyond the Sword,game,999,86,967,2007,0,0,0,0494812c3b3091ea6fed7acf8e0a6fa73d48cdc1,2501d317192e43c944f36a06c8dd61c598adad76
200010,Quantum Conundrum,,,,,,0,25,0,62f823e53c5d7881d85ba6970965bb3ea9490b74,713c07c78de26fd153352645245935977d5e7787
6980,Thief: Deadly Shadows,,,,,,0,0,0,d396bd55b366909ffda529158fd91513e4098a53,609345e7b64f268b72c01d8545cac9c23e54e8a2
211600,Thief Gold,,,,,,0,0,0,70d127f48cd8a1bc6e3cddfdf14b791f45b5f086,c78db2a09012e4af5696249d3bf07b6187836655
211740,Thief 2,,,,,,0,0,0,86a6e81966e727e1fa48f7e3c1057b60741a56c7,18226e35deb6caf835ed0707ab08fe1020c4e2b5
204180,Waveform,,,,,,0,65,0,a4637179003554caab19db1e35ca684f6137a01d,182864a1336f4644baac33beeec8dd9065fc8cc6
207080,Indie Game: The Movie,,,,,,685,7,5,1d29a72931dc845cf9ec7a04501fe40a7ed57dd1,f2c3f3e7104ad6d8719c2698406c79efe6de41e7
108800,Crysis 2 Maximum Edition,,,,,,0,0,0,5f401ab4b7d16ca8f778ff6b85dd25e0d3d49460,bee338e11932e97e995b6e2d84d0772f7b22f2a9
12810,Overlord II,,,,,,0,0,0,cc38122745bd44454e7e122e86023fb35e652d9d,7107ed1429c4be7637571fdf262f61af6bc7d4a2
50300,Spec Ops: The Line,,,,,,0,50,0,55ae859a90d61c08f18ed3aa0ee2579169d2c2bf,e449c7dc5a9861cf94476de1b394640f3866ddda
206440,To the Moon,,,,,,287,1,1,6e29eb4076a6253fdbccb987a2a21746d2df54d7,f0e5a7037facd7bff7656ebe2396a23735c608c2
215670,Home,,,,,,270,12,12,2b03b1b0bc28111697a2fef28f62e726f1684bba,48a876424ff28b006d21bd6cb62de27a00f04e13
201790,Orcs Must Die! 2,,,,,,0,27,0,fabd8658e8e76f7c99c56f26b69d29882756f9b4,c345d9b205f349f0e7f4e6cdf8af4d0b7d242505
204630,Retro City Rampage™ DX,,,,,,0,20,0,423b87d4a5a00ff6e807558e565b0b515fadf61b,3ca51d2767c5de3358c4f1824f1b362a9494983f
206370,Tales from Space: Mutant Blobs Attack,,,,,,331,14,11,c40e14fd864b88189dfe078f478a428fc25dae38,343cdf16b6cb90bb8d97fc6aa49fea3a62991522
11450,Overlord,,,,,,0,0,0,8fc55092acac2cb5f72dbf8f644fcd430c461dd6,0700d43ef52f5c83b5794a8984ce0ecf34169465
12710,Overlord: Raising Hell,,,,,,0,0,0,adbaa95c9f6fd9f10faf78ddd7477160d4946424,887f6ba923cf64b7b7a4153bcea1352fde6e47fa
204300,Awesomenauts,,,,,,0,59,0,4996933171d0804bd0ceb7b9a0e224b3139d18ba,2d92dc3a4b10e3e66340ebe53266b901e25ee52f
200260,Batman: Arkham City GOTY,,,,,,0,64,0,746ecf3ce44b2525eb7ad643e76a3b60913d2662,9b229e12fd5ce27bd101d5862c19b1a6e3d01239
216290,Gateways,,,,,,0,18,0,3cc65892ba65ac6eb9201ad77db3d11327e222e6,f09fcd5126e052be7105c53acbc808f18f74a5d3
72000,Closure,,,,,,484,8,2,7da11a2030451f15450452b6c5f0aeb45b39fbd3,6e01635915c7a052c64c81f1408844a596917d2e
212680,FTL: Faster Than Light,,,,,,0,0,0,e8770ddb95fde0804694b116dfe3479f5a65900d,975193db5ca8cc2a4c969cea8f80d93157264ec1
204360,Castle Crashers,,,,,,42,12,1,9b7625f9b70f103397fd0416fd92abb583db8659,793216ec14c639bdaf2f0119c8cc408b8e9ad7b1
49520,Borderlands 2,,,,,,1,69,0,a3f4945226e69b6196074df4c776e342d3e5a3be,86b0fa5ddb41b4dfff7df194a017f3418130d668
200710,Torchlight II,,,,,,1584,119,70,40776762bb63c4eded37d1a2b4431a90aa57ea84,fd37abb86628ff54ed304f75c2fb7cf75a4f6902
220860,McPixel,,,,,,385,0,0,236a6f77afff3814552ae2a6ccadbf84d992a252,40474226a93b08ce53978641f0f0c56b9b0a7d73
219150,Hotline Miami,,,,,,497,35,13,d5bf432ec0975cbd26282389575858df9730364f,540a1457099f072ced7153239861e42f14febd56
205100,Dishonored,game,999,91,29812,2012,0,80,0,74f8ee1ba536e0759e64a9bf801fc013e16c8dd1,b94f5ff693304b7f70f88403d444686c4af3b940
200510,XCOM: Enemy Unknown,game,1999,89,25007,2012,0,85,0,48be2fee1d0d511b5c7313e1359beafd36ea92ed,eaa298d2b0d908b2c4f5370d2c8c59a8eff887c6
214560,Mark of the Ninja,game,,91,11055,,0,38,0,220f33169c93c2f6381cd785399fb52bfc79309f,c20501309696e5bcda98e9e4f2649abc5720a1d1
208200,DOOM 3: BFG Edition,game,1999,,2952,2012,360,65,7,00b2e4a81c7305be9203e17010d3a5ab51f53737,e5a209be19bf207fc9950ab03bde98cc736475d6
219640,Chivalry: Medieval Warfare,game,2299,79,42109,2012,0,49,0,d4628be29b7e97d93a3404870dfe79642b90b907,dd3488ae69593cedf5e73b818ae98e6737aa956c
223220,Giana Sisters: Twisted Dreams,game,1499,77,766,2012,0,25,0,ac543243f2541e7a7728bf2165c5f3ebc57679fb,9c8baddbab7938b5b995843d36526a30bd12bb1d
211400,Deadlight,game,1199,78,8136,2012,0,31,0,9a2dc288d16b2b46c4c235e0fc09e2acda030944,999ca8e7a742d1eff2cb6708dd12036952b31163
208480,Assassin's Creed® III,game,1999,80,9754,2012,3513,0,0,5d13ffd781fa7658903fbd762b51a76f8c734d2b,81f8b16b6f248f18e808967ce3ea19fdfed668f1
220240,Far Cry® 3,game,1999,88,43574,2012,0,0,0,8231f43d3dd47fb4b4111fd6bd4a849e73eb0520,47811cc7821070306a24622b5d33c04c85264279
220780,Thomas Was Alone,game,799,77,3164,2012,864,35,35,14a9056a76a256fbcfe833dd1420d01eeba14abc,b2194d8b207193e0e3d8ae2bc47a91685c577750
228020,Spacebase DF-9 Prototype,,,,,,64,0,0,88f905964ca4d747548acd5c6ee821b7642beca8,c15fd0fc0492fc3379bf815b0de61c9f9d5977b8
204100,Max Payne 3,game,1999,87,19911,2012,0,67,0,96af86331719b56cefc55298b4fcb99c99f1cfee,135cf60686c2bf570999b96d5c29eb31e962293a
209190,Stealth Bastard Deluxe,game,899,80,463,2012,0,27,0,2be85799c6d910119aa46b153d0b3baf96d0cf69,ace19954ffdbb6678481f3fa99e3a1f5087b400b
221640,Super Hexagon,game,299,88,14353,2012,138,6,0,ab2678a5d7768394e7482f89f613c0cf678f13d8,4af06ddc675125c0efdd125f5f180fb0eca53625
223510,Miasmata,game,1499,76,799,2012,715,27,12,0452bd525f71e53a047d3efb6ea1c59310703dff,b9f86b0c61074da0483995c51903e77a6765a81e
113020,Monaco,game,1499,83,3386,2013,30,13,1,169e693854d9f70984987fa3b6b5f1f9eb27122a,60642017342ab7f3c924ee9d13b99702a50e5d9e
225140,Duke Nukem 3D: Megaton Edition,,,,,,0,20,0,da6e994d2cd797567f44cf80f816a909468e9393,31eab0a88ec76aadf9867087a6c5f59aa7f811d8
225160,Shadow Warrior Classic Redux,game,999,,1410,2013,0,20,0,782389ab2535d0bf97f1b00ae772640a9ae09b00,a01d6486778b4a8af907c391d0b342e09ab5a733
219800,Pro Cycling Manager 2013,,,,,,143,47,3,da691d8be903b6c1ab850a127d8cf65bb76d7b1b,44173d4e6c219c8e1c432defcf7df312471fd8a9
221810,The Cave,game,1299,68,1539,2013,1086,27,18,5f4b8ad75a3da9759359149b762008cf290da6ad,acc11ba3303f4c706adccc75a1ee4fe28dc52727
227300,Euro Truck Simulator 2,game,1999,79,111523,2012,0,66,0,adc18a4fc9adc0330144b76d61cbda68bb2394a0,719b87f11209f9f20aeb237b3c6a42992bcf7c57
219680,Proteus,game,999,80,1188,2013,77,0,0,421489f519d7e67eed0854d169e001bebc8fafc7,a0db2a8ad167444d7132b405a11c73a57f376ced
219890,Antichamber,game,1899,82,9019,2013,818,0,0,1c3afe41623c51172ef1dc96427bf23bb940748b,23966982a5795854342af3522706c7f9c6a83cb5
231200,Kentucky Route Zero,game,2299,81,1226,2013,0,0,0,b20e61960b1b1fdab3073026336719bfa28a8cdd,47db5498046a3e6774bbc0c443c9f42eaa3f39f6
250600,The Plan,game,,,196,2014,18,1,1,1a07cd58c006e4c84569c9787b78933033c0368a,03b18663ea9aecc4f8dbccb59ae70261c2fabc18
291150,Evolution RTS,game,,,,2014,0,0,0,ca0520a1460069d38e7aee3538ce02520ccbb26c,14a335ad65e8429cb7e5a1c800615f03e462ff1a
256410,Might & Magic: Duel of Champions,advertising,,84,,2013,0,0,0,fb89f2bb4d890eaf81ead1d65e5ffe88d62625ae,2d8d95032b85e64bc8acbcb45929c31ecee0f05d
204240,The Bridge,game,999,74,2426,2013,0,20,0,d3136c9de88992d2a97b8baf876097427a6c071f,112da2a1e4e4e7e86f07f6aafc7d5866edb55871
225260,Brütal Legend,game,1499,80,6804,2013,648,59,15,e3f25fba8538e5fb1ead751e767c2774df4fb0b4,cc8b60ac1fa649c950ff7a9881b98709b8372f94
232790,Broken Age,game,1249,73,3521,2014,995,45,21,4b859c6d3dbb58c102276516b4cff175e8dd4ea0,41b5954cafec81314d6f223e38faca0a23501252
203160,Tomb Raider,game,1999,86,70010,2013,1508,50,28,3ee640a8aba6992678e36f4e40cba9c71c02348b,495f7d723659add6ea476b3699be5424282ac4b8
230050,DLC Quest,game,299,,4933,2013,306,22,20,536d9d40797d6b19c1e010b27b42c4ebf405472c,0dfb5f55501d52def13dea3a2987eee8781a5d7c
233450,Prison Architect,game,2499,83,26314,2015,0,18,0,c166c7911beec4d63a74cdddf25f26b73c84556b,fe2f32349f62c1a5d6ee48abd87a6232d32724d1
230700,La-Mulana,game,1499,80,1321,2013,0,64,0,4c10ebd5c3071b06920b464bfca327de6a55f845,75d5231594f6c50b9118abfe6b7d067026459b0d
3830,Psychonauts,game,999,87,4487,2006,110,37,0,460b6471db7d83ee6943c1a87f7a9f2898634952,b361ab26b2c47d4abd11be0ebd3d6b675512ec1b
115100,Costume Quest,game,999,,1622,2011,184,21,0,ba04f2c7aa5a5c8762d088d9a9fe10d67c92e59b,125ad90dba2c6c3726837ae9c1889d8009f806a9
115110,Stacking,game,999,80,695,2012,183,21,0,c6f9f3ea7afced3ac93e08b43c8e64aa45488648,5bbd716992eab33cc5bbcd54cf691da700372329
44350,GRID 2,game,2499,80,6677,2013,0,60,0,78dfd2533e0ee4cdf981cf13fbdea9596f1ed433,059c8f0e1995b134f78deaf93b0a352db58ba0e1
3910,Sid Meier's Civilization III: Complete,game,499,90,1621,2006,62,0,0,9cc953317dabd7b8e39690472872b37104b5e625,35361ed1c0f896ef34f0a42563b5d2dfb9e634a5
224760,FEZ,game,999,91,7505,2013,1153,12,12,900590f739d69da4f50112669f5d949a2e6b9261,d2789dc5fb6bfee4d07cd3ec06985593fffd606c
219740,Don't Starve,game,819,79,46080,,2409,0,0,03fe647df40dccc4d19bf42a0185cd3e6b9f2953,46cbbc2fcb14eb0bbbbaebbdf0b1e0eaf6f4c646
322330,Don't Starve Together,game,1499,83,57871,2016,1,0,0,a80aa6cff8eebc1cbc18c367d9ab063e1553b0ee,fab2e3b2ec6d14c6fc3ccd1671e85f85d0bbd91e
235820,Element4l,game,799,77,437,2013,93,20,2,326cd62146c87c1d0d2bb5386fda5d6162e8e1ad,d98036a017a361089f9589f44c1fcbdc834248ce
235250,Super Sanctum TD,game,499,,883,2013,394,27,11,fefcb58918a82dcbb182c227e529c0c8d03f5210,ab67720dc8d9eab0f32be6443dd2726aad24a546
234650,Shadowrun Returns,game,1499,76,6855,2013,0,0,0,13c8e62b9b079fba385a2d959ed4e8ce2c378c8c,d2ada23f204adf831dc89be7c6edbbbc38c99ef6
234940,The 39 Steps,game,999,,298,2013,347,20,20,060c887f8f2cb7b348b040ae5734592f06734556,701e589c0436061a3c1120c1d3f8346dce50bbc6
234710,Poker Night 2,game,,75,4375,2013,534,18,14,b3073e6f089447a9cf1eeabf7579600061546322,0b274bb5ade23104ce267a05ce7ac0f7aaa0248d
233270,Far Cry® 3 Blood Dragon,game,1499,81,9280,2013,3070,0,0,37ea239abeef5c5b2a90a2f821aaab745633972a,dfc8d8e94b85a3ce6666069bb5d17c2dbc3fada5
220200,Kerbal Space Program,game,3999,88,42151,2015,0,0,0,6dc8c1377c6b0ffedaeaec59c253f8c33fb3e62b,52c3e31754351fd276206aa7232972961fae0295
238210,System Shock 2,game,999,92,3444,2013,145,0,0,11448f6ffd8b78461aec3bbf94463b8d2836fef0,baab589a98155702c4b379a326e4a58ec949b966
43160,Metro: Last Light,advertising,,82,6858,,0,70,0,7b84b80d2cebe41ba87c59b28e2473d3b33e797d,b110ee3812ac0cad68505772019cf2bdc3ce1cc3
222730,Reus,game,999,75,3471,2013,390,123,25,e0b3cdc7b259184f20676b65c230c5648724c9d3,06920f2db1122c919fcbeeb3c8a88801e965adc8
210770,Sanctum 2,game,1499,77,6446,2013,0,50,0,4cdfa1d19be460374a111b718ce3a204f21ea1dc,333a8c65480bb85148bb3a185843a8520ae5d90f
236090,Dust: An Elysian Tail,game,1399,,11083,2013,0,30,0,3779535aba1ad565d504a7d52c6dd5c9eeb47fb2,544fd60b00696d8c3402828da7055fea64d619ca
206190,Gunpoint,game,700,83,7863,2013,1350,42,42,19a835390a85aaa08ef41adbf23c1d56e7d5ac9a,f82deeb9e1b01b8d8247d7824a7ce2f9ca8133f7
231160,The Swapper,game,1399,87,3576,2013,509,10,0,4d3e99b7d885baba60ea29ee1634cc58bf22e41d,11e08b7b00d8a24a1f83dec3e7c2ca08e98be78a
233980,Unepic,game,1299,68,3786,2014,0,57,0,4183d791378e064d24251dc00261dcf048f54ad9,f73ba613d68dbbe3fca617c5cec14786f74b80ed
35700,Trine,game,1299,80,7286,2009,20,33,1,298185d8ef9d688fe96a5fa15ee8174892f1c000,b4cc556db2d1101effb23e576aaeeb3b799157c6
35720,Trine 2,game,1699,84,10967,2013,0,97,0,061ecbbd7c70ae1c052377bad136c7759cbb708d,7d7c3b93bd85ad1db2a07f6cca01a767069c6407
